Profession_classification,company_name,work_name,requirements,104_url,area,education,industry,seniority,number_of_applicants,salary,company_size,area_district,number_of_applicants_level,education_specialist,education_none,education_University,education_high_school,education_low_high_school,education_phd,education_master,month_salary_classfication,year_salary_classfication,time_salary_classfication,element_salary_classfication,max_salary,mix_salary,company_area
3,盛弘醫藥股份有限公司,財務室-高級專員,"協助財務長全方位財會工作:財務分析、股務、稅務、資金與銀行相關業務，含:
1.財務部門日常管理、資金預算、資金運作等作業。
2.銀行融資事務規劃及執行。
3.集團長短期投資專案評估。
4.股東會、董事會等相關股務作業執行。
5.子公司財務作業監理。
6.各單位溝通協調及執行交辦專案及任務。

",//www.104.com.tw/job/7q2fi?jobsource=jolist_d_date,台北市,大學,醫院,5年以上,0~5人應徵,nan,員工147人,內湖區,1,0,0,1,0,0,0,0,0,0,0,0,,,台北市內湖區
6,烤狀猿日式燒肉_員猿餐飲有限公司,《員林店》烤狀猿日式燒肉-外場正職人員,"『烤狀猿餐飲集團』-有猿人、好緣份，歡迎加入猿夢大家庭，我們為您準備如下：
一、完善的教育訓練，一對一的訓練員制度，讓您學習的路上不會獨自摸索，不怕沒經驗。
二、明確的職涯升遷系統，讓您清清楚楚自己的學習進度，與每個階段的成長計畫。
三、詳細的學習履歷，您的努力與表現一定會被看見，我們為您喝采。
四、多元化的福利獎金競賽活動，優異人員獎、新人進步獎與即時的激勵紅包，只要付出努力被顧客表揚，我們多元化活動獎金等您來爭取。
五、不定時舉辦各項員工團體活動，讓您笑著玩著嘻嘻哈哈學習團隊合作精神。
六、定時舉辦內外訓課程，安排專業講師訓練，讓您職涯的路上精進充實自我。
七、員工用餐折扣，愛屋及屋讓您與家人一同享受集團美食。
八、您的人生大事也是我們的感動喜悅，獻上結婚禮金與您一同感受幸福。
九、您的健康是集團大事，年資滿一年享有每年一度免費身體健康檢查，一起把關要您平安快樂。

@我們免費供餐，您享有勞健保、團保與勞退，並享有中秋、端午、生日禮券與喪葬奠儀等，符合勞基法令制度完善。
＠計時人員享有全勤獎金，只要當月無遲到早退出缺勤異常狀況，及享有每小時時薪加5元之全勤獎金。

身為好猿人您的責任有：
1、依照公司設定之服務流程，完成顧客服務之工作。
2、現場環境清潔與整理維護。
3、將菜單遞交顧客，答覆有關餐飲問題，必要時提供建議完成桌邊服務。
4、學習服務禮儀、站姿儀態、應對表達，團隊合作進而完成營運目標
5、執行現場主管交辦之合理工作任務。",//www.104.com.tw/job/6sagg?jobsource=jolist_a_date,彰化縣,學歷不拘,餐館業,經歷不拘,6~10人應徵,"月薪34,000元以上",200.0,員林市,2,0,1,0,0,0,0,0,1,0,0,0,,34000.0,彰化縣員林市中山路二段571號
12,家谷生活網路股份有限公司,【室內設計助理】月領2.6萬～4萬［五股/室內設計部],"【工作內容】
●協助門市接待。
●協助設計師圖面繪製(平面、3D）、修圖、完稿。
●協助設計師工地丈量、放圖、並評估可行性。
●參與業主訪談並記錄。


【工作地點】
新北市五股區芳洲一路42號19樓
需自備交通工具上下班


【上班時間】
09:00~18:00(中午休息一個小時)，


【排班制】
每周休假2天，假日輪休，其他紅字皆為排班制

【我們希望你...】
●細心
●抗壓性高
●想朝設計師方面培養
●對於室內空間設計、生活有想法有創意
●喜歡美的事物
●學習態度好
●好相處，願意互相支援
●願意跟我們GAGU一起成長


【薪資】
●底薪+業績獎金NTD26,000~NTD40,000
*業績獎金的制度會隨公司發展狀況而調整


Hello
設計師、室內設計人才們
你們好

我是GAGU小老闆，五股柯震東
幫助年輕人成家的推手
對於成家這件事，我們達成了許多目標。

第一步是「沙發、餐桌椅」
先讓你在家舒舒舒服服的
官網｜https://www.gagu.life
品牌故事｜https://youtu.be/evKjihiZUGM

第二步是「床墊」
讓睡覺成為享受
官網｜https://sleep.gagu.life

第三步是「系統櫃、裝潢」
跟著你從成家的起跑點，開跑。
官網｜https://gagudecorator.gagu.life

——————
GAGU正在大力招募
第三塊藍圖「系統櫃、裝潢」的夥伴們
設計師、設計助理、工務…等等職位
希望你們能認同我們的理念
我們一起畫出屬於家的版圖
一起在幫台灣年輕人
成家的路上，盡一份力！❤

●工作時間自由
●辦公環境舒適
●客人源源不絕
●高額抽成獎金

歡迎使用以下104連結
【GAGU統包工程台北五股直營廠】誠徵
※室內設計師1～2名
https://www.104.com.tw/job/7ieej?jobsource=checkc

※室內設計助理1~2名
https://www.104.com.tw/job/74z4p?jobsource=checkc

※系統櫃設計師1～2名
https://www.104.com.tw/job/7iefg?jobsource=checkc

※工務1～2名
https://www.104.com.tw/job/7l3ed?jobsource=checkc

※系統櫃拆料人員1名
https://www.104.com.tw/job/7l38o?jobsource=checkc",//www.104.com.tw/job/74z4p?jobsource=jolist_c_date,新北市,專科,建材／傢俱批發業,經歷不拘,0~5人應徵,"月薪26,400~40,000元",85.0,五股區,1,1,0,0,0,0,0,0,1,0,0,0,40000.0,26400.0,新北市五股區芳洲一路42號19樓
16,臺北市立萬芳醫院委託財團法人臺北醫學大學辦理,感染管制室事務員,"1.協助行政溝通聯繫、會議安排
2.資料處理與統計分析
3.其他交辦事項

",//www.104.com.tw/job/7evms?jobsource=jolist_d_date,台北市,大學,醫院,經歷不拘,0~5人應徵,"月薪32,000~38,000元",nan,文山區,1,0,0,1,0,0,0,0,1,0,0,0,38000.0,32000.0,台北市文山區興隆路三段111號
12,蘇建榮建築師事務所,建築監造人員【台北】,"1.工地現場監造
2.配合現場文書作業
3.配合工程查核作業
4.型錄審查
5.工程協調與問題處理
",//www.104.com.tw/job/7qio9?jobsource=jolist_c_date,台北市,專科,建築及工程技術服務業,1年以上,0~5人應徵,"月薪40,000元以上",nan,內湖區,1,1,0,0,0,0,0,0,1,0,0,0,,40000.0,台北市內湖區民權東路六段180巷6號
4,萊泀股份有限公司,政府專案執行人員(新竹),"1.須具企劃書寫能力，有政府資訊軟體標案之提案規劃撰寫相關經驗尤佳。
2.負責政府資訊軟體標案服務建議書及評選會議簡報檔製作，執行投開標相關作業。
3.專案的規劃、標案評選會議簡報與答詢、執行與追蹤檢討。
4.預估各專案成本，並擬定預算。
5.管控專案進度，確保專案符合時程規劃。
6.負責專案之行銷活動企劃案的規劃、撰寫、發包、執行與結案。
7.機關工作會議協調與議約。
8.備標工作管理與標案文件文書作業。",//www.104.com.tw/job/7tdyl?jobsource=jolist_b_date,新竹市,學歷不拘,電腦軟體服務業,經歷不拘,0~5人應徵,"月薪35,000~60,000元",nan,,1,0,1,0,0,0,0,0,1,0,0,0,60000.0,35000.0,新竹市東區新莊里新莊街129巷70弄1號
15,健康居家護理所,長照個案管理員,個案管理/訪視/追蹤個案狀況,//www.104.com.tw/job/6qdi1?jobsource=jolist_d_date,台中市,高中,其他醫療保健服務業,1年以上,6~10人應徵,"月薪36,000~40,000元",100.0,北屯區,2,0,0,0,1,0,0,0,1,0,0,0,40000.0,36000.0,台中市北屯區
5,宏達經營管理顧問有限公司,台北市內湖區停管員(需會泊車),"月休8日(採排休)
上班時間早上8點~晚上8點
★工作內容

★機台結帳管理

★場地清潔巡邏

★車輛管控

★勞健保+年假特休、生日禮金(滿一年)",//www.104.com.tw/job/7myld?jobsource=jolist_a_date,台北市,高中以下,停車場業,經歷不拘,0~5人應徵,"月薪40,000~42,000元",20.0,內湖區,1,0,0,0,0,1,0,0,1,0,0,0,42000.0,40000.0,台北市內湖區堤頂大道二段409-415號
5,柚子花花青春客家菜_柚子花花股份有限公司,"門市副店長(青埔環球A19)~薪優福利佳,完整培訓晉升管道,歡迎同業人才加入!","1.把活力熱情與創意帶入工作中,活出美好的一天

2.遵照服務流程，讀出客人的需要,提供專業有溫度的服務

3.主動關心、照顧客人，豐富顧客美好的用餐體驗

4.執行門市6S整備和計劃

5.協助店長經營門市店務

6.懂得感謝，感謝每一次與人互動的機緣，帶領團隊合作，達成團隊目標

7.對餐飲服務業有高度熱忱者，願接受公司培養計畫


發展遠景：
柚子花花股份有限公司擁有四家門市:
1.柚子花花青春客家菜桃園店(原品牌全家福客家菜館二代轉型店)
2.柚子花花青春客家菜台北店(2019年誕生)
3.柚子花花青春客家菜青埔店(預計2021/10)
4.全家福客家菜館竹北店(20年經典品牌)


邀請您致力於柚子花花青春客家菜之品牌發展!

公司福利:
*每月享8天休假以及法規休假排休
*每月依規定核發超時與加班費
*依法加勞健保，另享個人意外險
*享三節節金
*享年終獎金
*享員工旅遊
*享母親節/父親節禮金
成就樂趣：
*每月員工慶生
*每月員工讀書會
*年度優異人員表揚

",//www.104.com.tw/job/7p7kt?jobsource=jolist_b_date,桃園市,專科,餐館業,2年以上,0~5人應徵,"月薪40,000~45,000元",80.0,中壢區,1,1,0,0,0,0,0,0,1,0,0,0,45000.0,40000.0,桃園市中壢區中壢區高鐵南路二段352號5樓(環球A19)
18,駟逸娛樂多媒體工作室,【新莊區】Daylive直播平台互動人員,"Daylive官網:https://www.facebook.com/DayLiveOfficial/

公司也有合作其他平台可做調度
UP官網:http://uplive.tw/
MICOLive官網:https://micous.com/hot
公司全程提供完整教育訓練。
☑免付費，☑無經驗可
●與平台上的粉絲聊天
●帶給觀眾娛樂，給予粉絲歡樂氣氛。
●不限制開播內容，不會才藝也沒關係。
●可以在家上班。
●一天24小時工時彈性易配合。
●無須合約，不用怕被合約綁死。
時間彈性，作為兼差利用下班後閒暇時間增加額外收入也是很棒的選擇!
透過直播平台跟線上的會員互動回覆，不需接觸會員，安全性高。
1.聚集網路人氣，吸引目標觀眾，與觀眾有良好的互動。
2.配合宣傳直播平台、公司經營之活動。
3.可自行安排時段在家直播(嚴禁賭博)。
5.獎金、福利超優渥，時數彈性。

※無需早起趕上班，資歷不重要，只要肯努力。
∆無經驗可
∆尋找對工作積極熱忱，喜愛賺錢的夥伴！
∆勤奮肯學習肯努力！
∆每月收入10-20萬不是夢！
月薪3萬元至20萬元(依個人能力)",//www.104.com.tw/job/7ilmk?jobsource=jolist_b_date,新北市,學歷不拘,藝人／模特兒等經紀業,經歷不拘,0~5人應徵,"月薪26,400~100,000元",30.0,新莊區,1,0,1,0,0,0,0,0,1,0,0,0,100000.0,26400.0,新北市新莊區思源路
5,全拓不動產有限公司,輕鬆月入10萬歡迎零經驗者有專人培訓(租賃仲介專員)(台中市北屯區),"輕鬆月入10萬、租屋帶看人員、歡迎零經驗者
【歡迎零經驗者】
【拒絕再領22K】
【選擇比努力更重要】
【只要你願意來嘗試】
【高收入不是夢】
【你的收入由你自已決定！】

實際工作內容
1.帶租客看房子
2.刊登出租廣告
別懷疑~~就是這麼簡單、快速、好上手。

租屋市場很大，只怕你不來賺
賺錢之前，首先你須自備機車，方便帶看唷。
",//www.104.com.tw/job/76b3s?jobsource=jolist_c_date,台中市,學歷不拘,不動產經營業,經歷不拘,0~5人應徵,"論件計酬3,000~50,000元",nan,北屯區,1,0,1,0,0,0,0,0,0,0,0,1,50000.0,3000.0,台中市北屯區
4,財團法人華山社會福利慈善事業基金會,宜蘭★蘇澳鎮社區服務員(含社工服務及活動企劃),"◤快樂服務人◥
您，期望回饋鄉里
您，渴望關懷弱勢
您，熱愛多元學習
一份助人利己的工作
一個實現自我的契機

歡迎加入華山服務的行列

【工作內容】
1.推展老人到宅服務方案，招募組訓義工，服務失能、失依、失智及人瑞長輩。
2.結合本鄉本土愛心，照顧本鄉本土長輩，凝聚社會資源。
3.站務行政管理。
4.服務性活動辦理

【經驗傳承】
透過母雞帶小雞的輔導員制度，激勵、支持、分享、傳承、凝聚向心力，幫助沒有社工經驗或背景，在三個月內熟悉工作。

【福利健全】
提供健全的薪資福利制度，讓您無後顧之憂的專心工作、發揮所長；並鼓勵進修，提供公假與補助。",//www.104.com.tw/job/6jigk?jobsource=jolist_d_date,宜蘭縣,專科,社會福利服務業,1年以上,0~5人應徵,"月薪32,000~43,000元",340.0,蘇澳鎮,1,1,0,0,0,0,0,0,1,0,0,0,43000.0,32000.0,宜蘭縣蘇澳鎮
2,民昌企業有限公司,女士行政助理,"工作內容：
1.資料處理、影像掃描及目錄建檔
2.協助行政人員處理主管所交辦的其他事項
3.維護辦公室環境與設備之整潔(視各公司規定)
4.協助會議、活動籌備、準備統計報表、書面報告、簡報等資料
5.公司文件檔案的建立及管理
6.檢查整理檔案",//www.104.com.tw/job/7u3bx?jobsource=jolist_b_date,桃園市,高中,機械器具批發業,1年以上,0~5人應徵,"月薪26,400元",nan,中壢區,1,0,0,0,1,0,0,0,1,0,0,0,,26400.0,桃園市中壢區福祥路333号
4,璞樹文旅TREEARTHOTEL_宇誠商旅股份有限公司,自有產品研發人員,"1.新產品企劃及開發(產品功能概念、包裝開發/設計、產品測試、上市作業、產品定價)。
2.原品改良(問題分析檢視、提案改良)。
3.市場資訊蒐集分析，熟悉化妝品及保養品市場脈動。
4.管理並追蹤產品完整開發流程(研發設計/製造/生產階段)。
5.制訂產品開發計劃與時程表。
6.跨部門溝通協作。
7.產品成本及價格追蹤管理。
8.熟悉保養品法規，能進行文案撰寫。
9.瞭解香氛精油並對精油有興趣尤佳。",//www.104.com.tw/job/6jxmn?jobsource=jolist_a_date,台中市,碩士,旅館業,5年以上,0~5人應徵,nan,員工30人,西屯區,1,0,0,0,0,0,0,1,0,0,0,0,,,台中市西屯區黎明路三段235號
5,TOYSELECT＿紐萊賜有限公司,【TOYSELECT】台中│三井LALAPORT│百貨門市銷售顧問,"

\歡迎活力陽光的年輕夥伴/

只要你有十足把握，就能獲得十足優渥

不斷蛻變，持續進化
TOYSELECT為台灣原創設計3C品牌，擁有超過35萬會員數，多項品牌支線

規模穩定成長，因應公司發展持續擴編，釋出更多儲備幹部及管理職缺。

若你也喜愛手機週邊產品、設計小物、插畫聯名
熱愛銷售並與人群互動，歡迎加入我們!

【薪資獎金多元】
1.平均薪資達40000元至46000元以上，績優同仁薪資可達52000元以上。
2.底薪+全勤獎金+個人獎金+團體達標獎金。
3.活動檔期另有「特殊檔慶加碼獎金」。

【彈性排班、休假制度】
1.彈性排班，每月休8-10天
2.排班制度，班別多元化，排班更彈性。
3.享勞健保、勞退、各式額外獎金、員購優惠。

【工作內容】
1.擔任銷售顧問在門市內服務客戶及產品介紹、推薦。
2.協助門市形象佈置、產品陳列、庫存管理。
3.提供客戶高滿意度的購買與門市體驗。
4.負責門市店務經營、推動業績目標達成。

【員工福利】
1.績效獎金、資深員工購物獎金、專案獎金。
2.員工福利品
3.員工購物優惠
4.駐店外派支援：享有交通、住宿...等津貼。
",//www.104.com.tw/job/7x7m0?jobsource=jolist_a_date,台中市,學歷不拘,網際網路相關業,經歷不拘,大於30人應徵,"月薪35,000~60,000元",110.0,東區,4,0,1,0,0,0,0,0,1,0,0,0,60000.0,35000.0,台中市東區台中市東區進德路700號
9,允成化學工業股份有限公司,製程助理工程師,"1.製程(含設備)改善
2.製程統計與品質查核
3.製程品檢與稽核
4.生產管理與管制
5.安全環境衛生規劃與執行
6.專案執行與管理
7.股長(副工程師級),班長(助理工程師級)等幹部培訓與輪調",//www.104.com.tw/job/3qvmj?jobsource=jolist_d_date,台南市,專科,化學原料製造業,3年以上,6~10人應徵,"月薪32,000~42,000元",90.0,善化區,2,1,0,0,0,0,0,0,1,0,0,0,42000.0,32000.0,台南市善化區光文路19號
8,廣流智權事務所,專利工程師（總所）,"專利說明書撰寫
專利答辯
專利分析",//www.104.com.tw/job/1z27z?jobsource=jolist_a_date,新北市,碩士,法律服務業,經歷不拘,0~5人應徵,nan,員工70人,板橋區,1,0,0,0,0,0,0,1,0,0,0,0,,,新北市板橋區民生路一段33號17樓之3
8,三地能源股份有限公司,儲能工程經理,"1.儲能案場跟施工廠商溝通協調。
2.工程預算編列、發包掌控及工程期程跟進。
3.工程供應商遴選與相關請購驗收及廠商品質跟進。
4.配合公司內稽內控辦法進行工程相關事宜管理與執行
5.案場整合管理。
6.其他主管交辦事項。


*須配合公司出差與駐點案場",//www.104.com.tw/job/7rzzv?jobsource=jolist_b_date,高雄市,大學,氣體燃料供應業,5年以上,0~5人應徵,nan,員工50人,苓雅區,1,0,0,1,0,0,0,0,0,0,0,0,,,高雄市苓雅區中正二路175號15樓之3
5,宏于電機股份有限公司,國內業務人員,"1.業務部週會：個人接單銷貨檢討
2.可行性評估會議：案件進度跨部門協調
3.估價作業：完成報價及成本分析
4.議價作業：完成接單
5.送審作業：案件器材及圖面送審
6.報表簽核：完成採發流程
7.客戶拜訪：◆新案件規劃及案件進度掌控◆增加客源擴大市佔",//www.104.com.tw/job/6gzak?jobsource=jolist_d_date,新北市,專科,自動控制相關業,經歷不拘,0~5人應徵,"月薪34,000~43,500元",180.0,樹林區,1,1,0,0,0,0,0,0,1,0,0,0,43500.0,34000.0,新北市樹林區武林街2-3號
17,台灣新光保全股份有限公司,系統保全員--高二(駐),巡邏保全客戶、事故狀況處理、檢修保全系統。,//www.104.com.tw/job/37gx6?jobsource=jolist_b_date,高雄市,高中,保全樓管相關業,經歷不拘,0~5人應徵,"月薪28,000~37,000元",nan,左營區,1,0,0,0,1,0,0,0,1,0,0,0,37000.0,28000.0,高雄市左營區
11,衛普實業股份有限公司,資材類-『台南樹谷廠』倉管助理,"1.新訂單建檔作業
2.領料/退料作業
3.成品入庫作業
4.貨櫃、車輛調度
5.出貨前須確認事項
6.出貨作業
7.進貨作業
8.異常提報
9.盤點作業
10.事務工作支援
",//www.104.com.tw/job/7zmwg?jobsource=jolist_d_date,台南市,專科,不織布業,經歷不拘,11~30人應徵,"月薪30,000元以上",310.0,新市區,3,1,0,0,0,0,0,0,1,0,0,0,,30000.0,台南市新市區堤塘港路27號(樹谷園區)
2,資策會_財團法人資訊工業策進會,【2023關鍵職務】法務人員,"涉法領域包含一般民事、刑事、商事、採購、勞動及智財相關法規及政府科技研發與成果運用、科研採購、無形資產、軟體開源等各類科技法律議題，執行以下工作內容：
1.審閱、制定資策會規章或相關作業規範
2.推動資策會個資管理及保護
3.審閱中英文契約、處理非訟及訴訟事件等法律事務
4.協助處理爭議、提供法律諮詢
5.指導資淺、新進法務同仁",//www.104.com.tw/job/7x53r?jobsource=jolist_a_date,台北市,大學,電腦軟體服務業,1年以上,6~10人應徵,nan,員工2000人,大安區,2,0,0,1,0,0,0,0,0,0,0,0,,,台北市大安區台北市大安區敦化南路二段216號
6,神匠日式料理,冷台中工(頭份店),"1.依據餐單準備相關的食材。
2.同事之間相互配合出餐。
3.環境整潔。",//www.104.com.tw/job/7xqoy?jobsource=jolist_a_date,苗栗縣,學歷不拘,餐館業,經歷不拘,0~5人應徵,"月薪32,000~38,000元",nan,頭份市,1,0,1,0,0,0,0,0,1,0,0,0,38000.0,32000.0,苗栗縣頭份市和平路232號
15,惠生保安婦幼診所,產房護理長,"1.護理團隊訓練、工作安排、人力調度、人員溝通協調及服務品質提升。
2.協助醫師及診所其他作業
3.產房、嬰兒室、病房的護理工作
4.療程跟診、衞教及術後管理SOP監督、執行及優化。
5.手術室、診所針劑、藥品及相關器材設備管理。
6.衞耗材庫存管理/盤
7.執行護理部行政工作,需有行政及評鑑經驗。
8.完成主管交辦事項",//www.104.com.tw/job/7y985?jobsource=jolist_c_date,新北市,高中,診所,經歷不拘,0~5人應徵,"月薪55,000~90,000元",nan,樹林區,1,0,0,0,1,0,0,0,1,0,0,0,90000.0,55000.0,新北市樹林區保安街一段190號
10,台灣椿本股份有限公司,技術員(早中班8Hr),"1.負責生產線機器、設備之操作，並維持機台正常運作。
2.產品,設備操作作業。
3.與其他作業員進行協調，以符合生產及程序標準。
4.填寫生產報表，以檢視與生產目標的距離。
5.完成主管交辦有關生產產品、程序事宜。",//www.104.com.tw/job/4nrog?jobsource=jolist_b_date,桃園市,高中,其他金屬相關製造業,經歷不拘,6~10人應徵,"月薪30,000~40,000元",120.0,龜山區,2,0,0,0,1,0,0,0,1,0,0,0,40000.0,30000.0,桃園市龜山區自強北路17巷33號
9,普威國際股份有限公司,研發部-助理工程師(工作地點：宜蘭廠),"1.產品規格異常分析及改善。
2.產品設計變更分析與改善。
3.協助製程確效規格確認與驗證。
4.3D、2D工程圖繪製。
5.零件尺寸量測。
6.其他主管交辦事項。",//www.104.com.tw/job/7x1wo?jobsource=jolist_a_date,宜蘭縣,專科,醫療器材製造業,2年以上,0~5人應徵,"月薪30,000~33,000元",200.0,五結鄉,1,1,0,0,0,0,0,0,1,0,0,0,33000.0,30000.0,宜蘭縣五結鄉成興村18鄰利工一路二段37號
11,德商foodpanda台灣總部_富胖達股份有限公司,SeniorPurchasingSpecialist資深採購專員-D71,"1.市場、對手的調研與分析
2.產品線發展規劃與管理
3.供應商之開發、談判、議價、協商。
4.系統資料(供應商、產品、活動)建立\更新
5.促銷活動規劃、邀約、執行、檢討。
6.廣告銷售或設計確認。
7.門店在架率與庫存管控
8.各項報告\報表製作。
9.其他主管交辦事項",//www.104.com.tw/job/7dezw?jobsource=jolist_b_date,台北市,大學,電腦系統整合服務業,1年以上,0~5人應徵,nan,600.0,大安區,1,0,0,1,0,0,0,0,0,0,0,0,,,台北市大安區敦化南路二段319號
3,三井住友海上集團_明台產物保險股份有限公司,通路服務人員、營業人員(台中),"謝謝您對明台產險的職缺感到興趣。

想透過國際集團資源持續自我成長?
想找個穩定收入又能挑戰高薪的工作?
想找個不遺餘力投資員工的日商產險公司?

我們主要透過外部合作夥伴(包含銀行、保經代、車商等通路)，提供完善的產品與安心的服務。
您需要具備良好的人際關係能力與數位化能力，能傾聽並協助解決客戶的問題。
只要定期拜訪合作通路，維繫穩定客戶關係，幫助我們的產品持續銷售與曝光，並最大化夥伴的銷售及消費者體驗，自然就能達到目標，且能額外再爭取自己個人業績佣金。

公司擁有完善的教育訓練與知識庫，只要您有學習熱誠，願意了解產險產品、核保、理賠服務等專業知識，公司將協助您提升既有自身服務能力，並優化既有業務流程，為傳統而務實的團隊注入創新力量。

若對明台感興趣，願意加入國際化集團，我們期待與您相遇，一起打造更好的自己！

工作內容如下：
1.負責既有通路之業務維護(車商/銀行/保經代通路)。
2.公司通路據點定期拜訪、服務及維繫，穏定客戶關係。
3.具產險業務員證照者佳。

※起薪包含通過試用後之相關津貼，具體薪資依經驗及能力核薪。",//www.104.com.tw/job/5mvso?jobsource=jolist_a_date,台中市,大學,產物保險業,經歷不拘,6~10人應徵,"月薪30,000~50,000元",nan,北區,2,0,0,1,0,0,0,0,1,0,0,0,50000.0,30000.0,台中市北區民權路222號
4,DECATHLON法商迪卡儂_台灣迪卡儂有限公司,[顧客體驗部門]顧客服務專案專員/儲備幹部CustomerServiceProjectSpecialist,"在迪卡儂，我們是一群熱愛運動與服務的團隊，陪伴每一位顧客。
即便我們不直接面對面客人，但我們透過文字拋開框架，提供好服務體驗，創造新價值。

你過往的工作中，是否曾經熱血的想要突破現況為顧客帶來更好的服務體驗呢?

在迪卡儂，我們代表顧客聲音，分析顧客所需並參與決策，突破挑戰！
我們與電商、實體門市、行銷團隊、技術團隊、倉儲物流合作,創造絕佳的線上線下用戶體驗！

《工作說明》

我們與你想像中的客服人員不一樣!

以文字客服作為主要服務管道，包含Email、即時文字客服、Facebook私訊回覆!
蒐集顧客反饋，彙整成有效報告，並提供透過反饋資料與各部門合作，協助公司了解整體顧客體驗現況，共同針對現有的體驗提出改善方案，並評估改善後的實際效益。

我們作為線上顧客的引導員：
-服務內容包含訂購、物流、商品諮詢、售後服務、會員獎勵計畫等項目
-透過Email、線上即時文字客服提供個人化服務
-社群互動、客服平台維護
-客訴與危機處理，提供有效的解決方案

我們作為顧客體驗的守護者：
-領導顧客服務及會員相關專案，了解顧客需求，提升顧客體驗滿意度
-分析顧客聲音，與誇部門單位合作優化整體服務品質
-維護顧客關係，紀錄回饋，定期統整、分析並優化網路商城與運動相關體驗

《須具備資格》
-熱愛運動、充滿活力、真誠、有責任感、具有團隊精神
-良好的組織力、溝通協調能力與簡報力
-良好的英文溝通能力
-具客服資料統計、分析能力尤佳
-具文字客服經驗尤佳
-具專案管理能力
-具有電商相關經驗尤佳",//www.104.com.tw/job/6i5cb?jobsource=jolist_c_date,台中市,專科,文教／育樂用品零售業,1年以上,11~30人應徵,"月薪30,000~40,000元",nan,南屯區,3,1,0,0,0,0,0,0,1,0,0,0,40000.0,30000.0,台中市南屯區
18,台灣挑戰者汽車保養修護有限公司,竹北挑戰者加油站(工讀生)早午晚班,於加油站內做加油服務。,//www.104.com.tw/job/5dkry?jobsource=jolist_b_date,新竹縣,學歷不拘,汽機車及其零配件用品／批發業,經歷不拘,0~5人應徵,時薪176元,60.0,竹北市,1,0,1,0,0,0,0,0,0,0,1,0,,176.0,新竹縣竹北市中華路760號
7,【企業專案招募】104未來無限整合招募中心,第四屆T大使募集：人工智慧領域人才(東部地區),"時下最火數位能力大躍進，20週培訓完全0費用，
由專家帶領實作，助您取得數位轉型實戰經驗！

【申請資格】(可接受20週訓練期，每周訓練天數依不同實作場域而定)
★應屆畢業生：112年畢業之教育部認可國內外大專院校以上學歷
★職場新手：109年後畢業之教育部認可國內外大專院校以上學歷
(109-112年大專院校以上畢業，目前就讀研究所亦可參加)

【計畫優勢】改寫你的未來
◆企業導師帶領
各領域業師無私傳承，以小組方式循環漸進帶領青年前進。
◆實戰成果產出
理論與實務並進，企業合作落實數位轉型實作案，累積實戰經驗。
◆實作獎勵與考照補貼
獎勵金高達10.9萬，且能獲得6仟元國際證照考照補助。
◆掌握就業機會
提供多元就業管道媒合，暢通你的求職之路。

【培訓項目】依需求選擇學習模式
★企業專班—基礎培訓1週+企業實作19週，適合已有專業基礎者
★主題學院—基礎培訓1週+主題培訓&企業實作19週，適合無專業基礎想要跨域學習者

【培訓方式】
依青年錄取條件與志願安排實作場域：團隊共識活動、線上課程、實體研討、轉型企業實作等活動。(最終培訓內容將由主辦單位協調安排)",//www.104.com.tw/job/7wfhs?jobsource=jolist_d_date,台東縣,專科,網際網路相關業,經歷不拘,0~5人應徵,"論件計酬0~40,000元",nan,台東市,1,1,0,0,0,0,0,0,0,0,0,1,40000.0,0.0,台東縣台東市
14,智鈦星平台服務有限公司,【在職培訓】客戶關係管理-國際組(英文)GlobalCustomerrelationshipmanagement(EN),"*面談前需作語言測驗。
**需能配合金融專業知識培訓及服務考核。

工作說明：
1.電話關懷客戶在交易平台之狀況，並促使其在平台上之操作更加頻繁。

2.主動推廣平台優惠訊息及參加辦法說明，以增加客戶的平台使用意向及頻率，進而發展潛在客戶。

3.服務中/英語系地區客戶，透過(電話/文字)回應諮詢問題，並維繫顧客關係。

《培訓期》
本薪+新人獎勵金前三個月2,000、3,000、5,000(出勤+評測合格)，培訓期間固定09:00-18:00。

《上線服務》
正式上線平均月薪約達43,000~55,000，需能配合輪班
(未來需能配合公司業務擴展，輪/值班-早、中、夜)。


※無經驗可，需配合金融專業知識培訓。
※優於業界的服務考核獎金及績效獎金，無需加班或陌生開發。
※完整且專業國際金融訓練、透明的考核升遷制度。
※月休天數視當月假日天數而定，可自行安排。",//www.104.com.tw/job/7fb5a?jobsource=jolist_d_date,台北市,專科,工商顧問服務業,經歷不拘,11~30人應徵,"月薪40,000~55,000元",110.0,信義區,3,1,0,0,0,0,0,0,1,0,0,0,55000.0,40000.0,台北市信義區市民大道六段288號8樓之8
5,Mo-Mo-Paradise/Bellini/天吉屋_三澧企業股份有限公司,"C34-外場正職-起薪33,000元【MO-MO-PARADISE】中和環球牧場","【工作內容】
1.一般點餐，送餐，收桌服務工作
2.內、外場聯繫及顧客諮詢服務
3.店內環境、座位區清潔整理
4.收銀結帳，開店前準備及閉店整理作業
5.完成主管交付工作",//www.104.com.tw/job/7jqg9?jobsource=jolist_b_date,新北市,高中,餐館業,經歷不拘,0~5人應徵,"月薪33,000~35,500元",1000.0,中和區,1,0,0,0,1,0,0,0,1,0,0,0,35500.0,33000.0,新北市中和區中山路三段122號4樓
